,X.当周毛利,Y.次周毛利,Z.季度毛利,M．次周为当周倍数,N．季度为次周倍数,添加时间
bch_usd,0.03893366619115546,0.06581669044222549,0.09368901569186883,1.6904827333516574,1.4234841506366827,2017-12-09 16:40:30
ltc_usd,0.01506789855521773,0.02513796738389029,0.02427605878340655,1.6683127572016663,0.965712876171679,2017-12-09 16:40:30
eth_usd,0.027805919796964895,0.039783759246458716,0.04839005870276192,1.4307658058771082,1.2163269539961656,2017-12-09 16:40:29
etc_usd,0.054140575529444845,0.08158024343910508,0.08576655174839942,1.5068226120857715,1.0513152220784825,2017-12-09 16:40:29
btc_usd,0.030062651609173985,0.03204464048797795,0.037242576624468615,1.0659286115067486,1.1622092199299523,2017-12-09 16:40:29
bch_usd,0.035977951635846495,0.0627844950213372,0.09020625889046929,1.745082534348123,1.436760124610588,2017-12-09 16:39:29
ltc_usd,0.012404351064680963,0.024039201442967784,0.021527551202575657,1.9379652605459428,0.8955185659410969,2017-12-09 16:39:29
eth_usd,0.030066573773029903,0.04025597357692101,0.04881044537338086,1.3388946103673152,1.2125019229783125,2017-12-09 16:39:29
etc_usd,0.05112676056338028,0.07172535211267617,0.08563380281690147,1.4028925619834733,1.193912616593028,2017-12-09 16:39:29
btc_usd,0.02876217794024405,0.032109693206028966,0.03479263300262336,1.116386014742683,1.0835554478636578,2017-12-09 16:39:29
bch_usd,0.03730960854092524,0.06354092526690391,0.09560854092526694,1.703071346814194,1.504676561187343,2017-12-09 16:38:28
ltc_usd,0.013077914901455046,0.02166758764658927,0.021477251795910757,1.6568075117370995,0.9912156418248769,2017-12-09 16:38:28
eth_usd,0.02824570710250307,0.04017437864191886,0.04499414815992142,1.4223180356620884,1.1199712274572307,2017-12-09 16:38:28
etc_usd,0.054766447600876234,0.07554236449720864,0.09052363790544837,1.3793548387096775,1.1983161833489249,2017-12-09 16:38:28
btc_usd,0.030960655101042844,0.03570739703323755,0.03772390184914465,1.1533152937721536,1.0564730275362852,2017-12-09 16:38:28
bch_usd,0.03683757644716246,0.06263333807424276,0.09799388422699473,1.7002567518001666,1.564564291796761,2017-12-09 16:37:28
ltc_usd,0.01658454661084985,0.024129712641549173,0.028606181849615497,1.454951600893519,1.1855168884339822,2017-12-09 16:37:28
eth_usd,0.028351840268531214,0.040281743058092845,0.04661311731931228,1.4207805446337494,1.1571772664377646,2017-12-09 16:37:28
etc_usd,0.055027389998232756,0.07580844672203568,0.09206573599575885,1.3776493256262077,1.214452214452213,2017-12-09 16:37:28
btc_usd,0.03284139431428912,0.03568522397025631,0.040589027973958025,1.0865928416056883,1.1374183333636647,2017-12-09 16:37:28
bch_usd,0.0399429386590584,0.06376604850213985,0.09962482168330955,1.596428571428576,1.5623489932885892,2017-12-09 16:36:29
ltc_usd,0.02181721349038246,0.02825152652373686,0.031719491200039585,1.2949191030371865,1.122753178430516,2017-12-09 16:36:29
eth_usd,0.030498200024827282,0.04259113667397685,0.048936566392187686,1.3965131266535475,1.1489847469153809,2017-12-09 16:36:29
etc_usd,0.054143841668139236,0.07580844672203568,0.09188902632974005,1.400130548302872,1.21212121212121,2017-12-09 16:36:29
btc_usd,0.03422950427087912,0.037107776084378985,0.04190901719674667,1.0840874524714799,1.1293863879487196,2017-12-09 16:36:28
btc_usd,0.028857768828051134,0.032910643609009194,0.036168624578728714,1.140443109275256,1.09899475101203,2017-12-09 15:25:31
bch_usd,0.041109857565928554,0.0693089832181637,0.10114299816669026,1.685945593633151,1.4593057562007903,2017-12-09 15:25:31
eth_usd,0.047711859937773715,0.05079786953541099,0.06619627696039654,1.0646801361687026,1.303130969188607,2017-12-09 15:25:31
etc_usd,0.053513724654664196,0.06413124533929904,0.08959198892084808,1.1984074319840756,1.39700996677741,2017-12-09 15:25:31
ltc_usd,0.025073865162503317,0.039195541230190756,0.036247649744829635,1.563202999464386,0.9247901319170846,2017-12-09 15:25:31
btc_usd,0.02935223833772671,0.034157557857041665,0.036819102930505165,1.1637122002085487,1.0779196535244928,2017-12-09 15:24:31
bch_usd,0.041109857565928554,0.0693089832181637,0.10114299816669026,1.685945593633151,1.4593057562007903,2017-12-09 15:24:31
eth_usd,0.04862589540980489,0.05106710694278882,0.06341031132304376,1.0502039399461978,1.2417055736892084,2017-12-09 15:24:31
etc_usd,0.05504065906750455,0.0631014523631972,0.08959198892084808,1.1464516129032267,1.419808666291507,2017-12-09 15:24:31
ltc_usd,0.015038098754657225,0.02211406129367921,0.027887617065556647,1.47053571428573,1.2610807528840338,2017-12-09 15:24:31
btc_usd,0.029242598534843012,0.03428684322054143,0.03724264951899636,1.1724964585376407,1.086208178438664,2017-12-09 15:23:31
bch_usd,0.041460301791002685,0.06640530249612175,0.10203074319560002,1.6016598921750347,1.5364848793747892,2017-12-09 15:23:31
eth_usd,0.04918375403478614,0.05785814863213101,0.06533345436812454,1.1763670701347795,1.1292005691976494,2017-12-09 15:23:31
etc_usd,0.055452930728241645,0.0635168738898757,0.09065719360568392,1.145419602818705,1.427293064876958,2017-12-09 15:23:31
ltc_usd,0.020478299619196783,0.03362411213438832,0.03437356523617896,1.6419386745796207,1.0222891566265078,2017-12-09 15:23:31
btc_usd,0.02723478380628963,0.03186764280185317,0.03629838009337116,1.1701081612586042,1.139035614245693,2017-12-09 15:22:31
bch_usd,0.04117895924411208,0.06640530249612175,0.10195882104075582,1.612602739726032,1.5354018008834533,2017-12-09 15:22:31
eth_usd,0.046636211398369376,0.056865300819592735,0.06508442689681071,1.2193379160636753,1.144536755433572,2017-12-09 15:22:31
etc_usd,0.05658969804618108,0.0635168738898757,0.0913676731793962,1.122410546139362,1.4384787472035803,2017-12-09 15:22:31
ltc_usd,0.017798326133909192,0.014126619870410195,0.03646058315334777,0.7937049677663958,2.5809842331581803,2017-12-09 15:22:31
btc_usd,0.028219932288490845,0.03545924680513424,0.036213156034973215,1.2565319591357014,1.0212612871892648,2017-12-09 15:21:31
bch_usd,0.04111824014665433,0.06633011351618134,0.10134809278713952,1.6131554580061092,1.5279348611760701,2017-12-09 15:21:31
eth_usd,0.046753006046845735,0.061664767593456515,0.06364247156129088,1.3189476529417048,1.0320718628321601,2017-12-09 15:21:31
etc_usd,0.056021314387211474,0.0635168738898757,0.0913676731793962,1.133798351299935,1.4384787472035803,2017-12-09 15:21:31
ltc_usd,0.010129427838763805,0.014955208410453835,0.02336162393910235,1.4764119601328805,1.5621062106210668,2017-12-09 15:21:31
btc_usd,0.027260691327303688,0.03197524365538906,0.03555534287218265,1.172943241661791,1.1119647204374064,2017-12-09 15:20:31
bch_usd,0.04023811201127159,0.06542867206762937,0.09907713983797128,1.6260373262369106,1.514277100650334,2017-12-09 15:20:31
eth_usd,0.04871569254272412,0.06363615262717004,0.0655922078524962,1.3062762593667439,1.0307381126069366,2017-12-09 15:20:30
etc_usd,0.057975133214920094,0.0635168738898757,0.0923623445825934,1.0955882352941178,1.4541387024608516,2017-12-09 15:20:30
ltc_usd,0.009333198557902822,0.016200006738771533,0.022588362141581664,1.7357400722021807,1.3943427620632316,2017-12-09 15:20:30
btc_usd,0.025324604139738582,0.030845997547463755,0.03219336285554775,1.2180248653546049,1.0436803934128165,2017-12-09 15:19:31
bch_usd,0.04207339449541281,0.06730839802399435,0.10101552575864492,1.5997852997416901,1.5007863613487655,2017-12-09 15:19:31
eth_usd,0.04769534008622056,0.06262266398237637,0.06457685537508029,1.3129723756906053,1.0312058170066651,2017-12-09 15:19:31
etc_usd,0.05779751332149208,0.0635168738898757,0.09339253996447616,1.0989551321450515,1.4703579418344532,2017-12-09 15:19:31
ltc_usd,0.009628749949393445,0.016295326648763098,0.023494959582191832,1.6923615977575166,1.4418219461697765,2017-12-09 15:19:31
btc_usd,0.027961971157009824,0.03189812634924016,0.0354630907986222,1.1407681586583562,1.1117609357474676,2017-12-09 15:18:32
bch_usd,0.03862840261658573,0.06271505943588673,0.0971358233101216,1.6235478349539363,1.5488436777999555,2017-12-09 15:18:31
eth_usd,0.04944306604022608,0.06439529113656772,0.06635696563374327,1.3024129831304707,1.0304630115424944,2017-12-09 15:18:31
etc_usd,0.05782131828346304,0.06002200688602577,0.09168352678096059,1.0380601596071206,1.527498521584859,2017-12-09 15:18:31
ltc_usd,0.013404825737265424,0.0196830352597821,0.027074354362507158,1.4683544303797438,1.3755172413793098,2017-12-09 15:18:31
btc_usd,0.028692856795501598,0.03279439580043353,0.03479077672015096,1.142946344944466,1.0608756731444657,2017-12-09 15:17:31
bch_usd,0.04396472663139317,0.06586384479717822,0.1003865961199295,1.4981065468549486,1.5241532957734398,2017-12-09 15:17:31
eth_usd,0.04832415786032196,0.06323904743825026,0.06519859098483427,1.3086425141859457,1.030986291317835,2017-12-09 15:17:31
etc_usd,0.05868561278863238,0.060888099467140355,0.09253996447602142,1.0375302663438253,1.5198366394399074,2017-12-09 15:17:31
ltc_usd,0.01230612244897955,0.02200000000000002,0.025081632653061403,1.7877280265340043,1.14007421150279,2017-12-09 15:17:31
btc_usd,0.027580437078290165,0.03355321354946539,0.03482541877554879,1.2165584415584432,1.037916047123411,2017-12-09 15:16:31
bch_usd,0.04035345372777743,0.061669594547115514,0.09625043918206733,1.5282358472495514,1.5607438299036016,2017-12-09 15:16:31
eth_usd,0.04519414921603704,0.06086709460170492,0.06280332526570565,1.3467914687529148,1.0318107949241015,2017-12-09 15:16:31
etc_usd,0.05606216513501061,0.05964588581769159,0.09172196004683686,1.06392405063291,1.5377751338488994,2017-12-09 15:16:31
ltc_usd,0.006047580628758542,0.01855630961985666,0.02162077872770296,3.0683856502242173,1.1651443185970063,2017-12-09 15:16:31
btc_usd,0.028983757212396988,0.033386426030883154,0.035897947018471266,1.1519012454535413,1.0752258113900812,2017-12-09 15:15:31
bch_usd,0.04349536386625452,0.06129671255970792,0.0990095532452937,1.4092700258397979,1.6152506245559326,2017-12-09 15:15:31
eth_usd,0.04524194091123235,0.04860690490611752,0.062066760885658434,1.0743770918557065,1.2769124264451344,2017-12-09 15:15:31
etc_usd,0.05613711365813856,0.059721088676768064,0.0913381356232923,1.0638432364096067,1.5294117647058818,2017-12-09 15:15:31
ltc_usd,0.0075879621481851345,0.019873556527271852,0.020008934977730153,2.619090098126695,1.0068119891008198,2017-12-09 15:15:31
btc_usd,0.03198128174516146,0.03594273257617098,0.038826054900145124,1.1238677943734652,1.0802198975234762,2017-12-09 15:14:31
bch_usd,0.039545709872208956,0.06084959977531246,0.09214857463839343,1.538715576783083,1.5143661581777472,2017-12-09 15:14:31
eth_usd,0.046506194019639846,0.04947216638073493,0.06303270147667117,1.063775856606166,1.2741043315462506,2017-12-09 15:14:31
etc_usd,0.05900720292374828,0.06209417024447372,0.09115424191888732,1.0523150932050542,1.4679999999999984,2017-12-09 15:14:31
ltc_usd,0.008866862209635507,0.01275075014328575,0.021186069249182315,1.4380228136882145,1.6615547329455287,2017-12-09 15:14:31
btc_usd,0.03329683067248146,0.04327678622889097,0.04035401177050724,1.2997268915644142,0.9324632276776473,2017-12-09 15:13:32
bch_usd,0.03932607932607923,0.06072867672867677,0.09455387855387865,1.5442342020706936,1.556988948998937,2017-12-09 15:13:32
eth_usd,0.04314655308077264,0.04610300366146647,0.0595276813160297,1.0685211301852826,1.2911887857272901,2017-12-09 15:13:32
etc_usd,0.057562637518631554,0.062282631840442804,0.0912768826744268,1.081997533908753,1.4655270655270667,2017-12-09 15:13:32
ltc_usd,0.010522263569870294,0.014378625892332408,0.023860819764025765,1.366495507060336,1.6594645373414898,2017-12-09 15:13:31
btc_usd,0.029198118648194882,0.03253085391328869,0.03756295736200643,1.1141421235131481,1.1546870998877208,2017-12-09 15:12:31
bch_usd,0.03925312368384115,0.06065421872806409,0.0943998315316581,1.5452074391988544,1.5563605221738723,2017-12-09 15:12:31
eth_usd,0.04379693576505295,0.04461621630682577,0.06012806758750178,1.0187063438905366,1.3476729441600557,2017-12-09 15:12:31
etc_usd,0.057562637518631554,0.06111150542976773,0.09184470154020863,1.0616522811343991,1.5029036004645795,2017-12-09 15:12:30
ltc_usd,0.008214647316908463,0.013810327370907816,0.021518731015862214,1.6811832374691962,1.5581622678396863,2017-12-09 15:12:30
btc_usd,0.029697699936776623,0.0326641390120368,0.03725247913211649,1.0998878391786375,1.1404702606240098,2017-12-09 15:11:31
bch_usd,0.037391976392889825,0.06162298882877826,0.09539942387409561,1.6480270574971805,1.5481141971085892,2017-12-09 15:11:31
eth_usd,0.04276590477069675,0.04595504156368424,0.059548737143792385,1.0745719472109168,1.2958042277313595,2017-12-09 15:11:31
etc_usd,0.056781886578181506,0.06111150542976773,0.09266094115977008,1.076249999999998,1.516260162601631,2017-12-09 15:11:31
ltc_usd,0.012644518452332498,0.01667885089215604,0.024720439715159692,1.319057815845833,1.482142857142848,2017-12-09 15:11:31
btc_usd,0.028870009629106352,0.03398843737939572,0.03708359884963586,1.177292207936399,1.091065130052624,2017-12-09 15:10:31
bch_usd,0.037391976392889825,0.06162298882877826,0.09455069205367805,1.6480270574971805,1.5343412231495397,2017-12-09 15:10:31
eth_usd,0.045745486680974556,0.04894373606026181,0.06257627403947308,1.0699139873970867,1.2785348867202588,2017-12-09 15:10:31
etc_usd,0.05933707147419964,0.06111150542976773,0.09266094115977008,1.0299043062200943,1.516260162601631,2017-12-09 15:10:31
ltc_usd,0.006524514207366217,0.01820920321227626,0.02114726085223939,2.790890269151067,1.1613501483679614,2017-12-09 15:10:31
btc_usd,0.0282747103442047,0.0332264199651906,0.036143636732845374,1.175128571104914,1.08779810676898,2017-12-09 15:09:31
bch_usd,0.03695484233443347,0.061175644357047476,0.09408947257532119,1.6554161915621475,1.5380217660834825,2017-12-09 15:09:31
eth_usd,0.045327597964643696,0.05754603157949956,0.06173844620468971,1.2695583742246048,1.0728532360984502,2017-12-09 15:09:31
etc_usd,0.06060390763765544,0.06216696269982247,0.0937477797513322,1.0257913247362263,1.5079999999999985,2017-12-09 15:09:31
ltc_usd,0.0045938071685074355,0.02096347991056291,0.018978250558980836,4.563421828908441,0.9053005817711699,2017-12-09 15:09:31
btc_usd,0.028524951959359113,0.03382176521543423,0.036986644798049806,1.185690523287182,1.0935752336537217,2017-12-09 15:08:31
bch_usd,0.03821897605168889,0.06117634665355709,0.09321792260692452,1.60067989709666,1.5237575910640682,2017-12-09 15:08:31
eth_usd,0.04733182946750114,0.05957368977616495,0.06537821945368893,1.2586390690237166,1.0974344496594592,2017-12-09 15:08:31
etc_usd,0.06060390763765544,0.06216696269982247,0.08880994671403197,1.0257913247362263,1.4285714285714266,2017-12-09 15:08:31
ltc_usd,0.007476749545836769,0.025677177950706342,0.022220113337490854,3.4342701722574085,0.8653643083421327,2017-12-09 15:08:31
btc_usd,0.028821910425929076,0.03442333724682589,0.036840079296341255,1.1943461324429625,1.0702065006709425,2017-12-09 15:07:31
bch_usd,0.033927945608747345,0.05399172916520634,0.0902144809700709,1.5913645284578068,1.6708944567051844,2017-12-09 15:07:31
eth_usd,0.04893381772231886,0.06144368978044534,0.06725846364450061,1.25564880568108,1.0946358183376195,2017-12-09 15:07:31
etc_usd,0.05619893428063949,0.06216696269982247,0.0901598579040852,1.1061946902654871,1.4502857142857113,2017-12-09 15:07:31
ltc_usd,0.012340434140519108,0.03025092216085712,0.02730405346172793,2.451366120218571,0.9025858225590802,2017-12-09 15:07:31
btc_usd,0.03040928764664419,0.034315733249790537,0.03808094335043988,1.1284622529978088,1.10972256000598,2017-12-09 15:06:31
bch_usd,0.033927945608747345,0.05399172916520634,0.09010163313941266,1.5913645284578068,1.6688043619369108,2017-12-09 15:06:31
eth_usd,0.047766476870272134,0.05932871348311064,0.06513190113772738,1.2420575552230932,1.0978141495731026,2017-12-09 15:06:31
etc_usd,0.05872113676731794,0.06216696269982247,0.09122557726465375,1.0586811857229295,1.467428571428571,2017-12-09 15:06:31
ltc_usd,0.016659362885555362,0.03002865329512905,0.030203944041800268,1.8025091056252602,1.0058374494836122,2017-12-09 15:06:31
btc_usd,0.0316659946115736,0.03501193004805403,0.0389524416146787,1.1056633615183376,1.1125476819248838,2017-12-09 15:05:31
bch_usd,0.04140977840309534,0.057847344354555075,0.09398100597959913,1.3969488991573797,1.6246382098990648,2017-12-09 15:05:31
eth_usd,0.04417377097253938,0.055696361617896484,0.06177708887539013,1.2608468870026994,1.109176382098535,2017-12-09 15:05:31
etc_usd,0.0577837722723078,0.06126215659828205,0.09036700504010797,1.0601965601965593,1.4750869061413698,2017-12-09 15:05:31
ltc_usd,0.012375772226699056,0.025913242009132587,0.03013698630136985,2.0938686923494174,1.1629955947136483,2017-12-09 15:05:31
btc_usd,0.03431903368231559,0.03711634362940819,0.040766688255418515,1.0815089950663161,1.0983487129674614,2017-12-09 15:04:31
bch_usd,0.040976914414414534,0.05836782094594595,0.09390343468468476,1.4244074201305352,1.608822004365181,2017-12-09 15:04:31
eth_usd,0.04167197149792434,0.04506775921840522,0.060356108974104705,1.0814885305018511,1.339230306117724,2017-12-09 15:04:31
etc_usd,0.05613187437828637,0.062242432854909824,0.08750177632513867,1.1088607594936686,1.4058219178082196,2017-12-09 15:04:31
ltc_usd,0.017579894883102742,0.025003859656188565,0.032481523993636685,1.4222985872470437,1.2990604026845658,2017-12-09 15:04:31
btc_usd,0.03686132870340808,0.03979116301066443,0.04426882213692718,1.0794826016943189,1.112528983509798,2017-12-09 15:03:31
bch_usd,0.04445468074551773,0.06372333640422378,0.10063709163064272,1.4334449226845223,1.5792815836298892,2017-12-09 15:03:31
eth_usd,0.041720756859193076,0.04503504209643161,0.06184439556036048,1.0794397198599297,1.3732505329502238,2017-12-09 15:03:31
etc_usd,0.05715302491103191,0.06405693950177915,0.08932384341637012,1.1207970112079688,1.394444444444449,2017-12-09 15:03:31
ltc_usd,0.010682512505455488,0.020633162117702497,0.026219491724577937,1.9314896291640453,1.270745200130162,2017-12-09 15:03:31
btc_usd,0.032909733744785674,0.03740224127860392,0.04142113914432377,1.136509993324697,1.1074507229602542,2017-12-09 15:02:31
bch_usd,0.04619858156028367,0.06647446808510638,0.1022829787234043,1.4388854774332211,1.538680664468842,2017-12-09 15:02:31
eth_usd,0.044418243095190935,0.044910735713018735,0.0615281878984546,1.0110876203899457,1.3700106872357203,2017-12-09 15:02:31
etc_usd,0.06049822064056931,0.06405693950177915,0.08932384341637012,1.0588235294117627,1.394444444444449,2017-12-09 15:02:31
ltc_usd,0.012347007397444543,0.02224613315400159,0.02544720914593146,1.8017429193899948,1.1438935912938228,2017-12-09 15:02:31
btc_usd,0.032623654173075334,0.03727094632882699,0.04103942362179236,1.1424516129032265,1.101110319542669,2017-12-09 15:01:31
bch_usd,0.044766758689035235,0.06443618602675727,0.10016280880583284,1.4393757313177933,1.5544496808709318,2017-12-09 15:01:31
eth_usd,0.044717857083215184,0.04523137556153034,0.06235492059250847,1.011483521613291,1.3785767029721254,2017-12-09 15:01:31
etc_usd,0.053044002411091196,0.060170903804559694,0.08538098783817327,1.1343582887700476,1.4189746611667677,2017-12-09 15:01:31
ltc_usd,0.0036074405981498803,0.016478681168085263,0.017889412128255566,4.56797020484178,1.0856094578067634,2017-12-09 15:01:31
btc_usd,0.030181903946111754,0.03190997199583756,0.03671836832017794,1.0572551040123639,1.1506863222872024,2017-12-09 15:00:31
bch_usd,0.04284540172877982,0.06328184781068424,0.1010337253790563,1.4769810821537237,1.596567244390708,2017-12-09 15:00:31
eth_usd,0.044256923747530985,0.04927493310363662,0.0611650708173348,1.113383600377005,1.2413019554727849,2017-12-09 15:00:31
etc_usd,0.049067157574255615,0.056005947534251366,0.07912344673770666,1.1414141414141417,1.4127686472819232,2017-12-09 15:00:31
ltc_usd,0.005723960012898877,0.018468504783403228,0.01682253036654835,3.2265258215963546,0.9108766824299692,2017-12-09 15:00:31
btc_usd,0.02882122044239055,0.03190997199583756,0.035984895117219695,1.107169353206988,1.1277006172839539,2017-12-09 14:59:31
bch_usd,0.04343683538919629,0.06388487168580737,0.1003977031050618,1.4707533620577007,1.5715411247725195,2017-12-09 14:59:31
eth_usd,0.04410013658780709,0.049117392528334136,0.06100574502914213,1.1137696236050711,1.2420395686507588,2017-12-09 14:59:31
etc_usd,0.05411178355286572,0.0588821644713422,0.0845852616589533,1.088157894736845,1.4365175332527176,2017-12-09 14:59:30
ltc_usd,0.008943040230232846,0.025188442633422792,0.020078133930432784,2.8165413533834647,0.797116924719709,2017-12-09 14:59:30
btc_usd,0.028577145924900904,0.033188034226779406,0.0352946661995337,1.1613488034807833,1.0634756478301584,2017-12-09 14:58:31
bch_usd,0.04306711076465186,0.0635079016370208,0.10000779533697113,1.4746264727176939,1.574729958935903,2017-12-09 14:58:31
eth_usd,0.043806287525016696,0.04882213142094716,0.06073423949299528,1.1145005472802514,1.24398992271233,2017-12-09 14:58:31
etc_usd,0.05670746939795146,0.06148959708789836,0.08722029906141815,1.0843297671491519,1.4184561810795113,2017-12-09 14:58:31
ltc_usd,0.010061877858488,0.0254573580844768,0.023681732580037584,2.5300802139037577,0.9302509907529665,2017-12-09 14:58:30
btc_usd,0.029489551571395767,0.030890020122419592,0.03680166941554264,1.0474903305203953,1.1913773208853446,2017-12-09 14:57:31
bch_usd,0.04328750620083621,0.0635079016370208,0.09874707674863581,1.467118510878642,1.5548785931083724,2017-12-09 14:57:31
eth_usd,0.04267596834652232,0.047686380674718976,0.0579529362765514,1.1174059434929016,1.2152932442464701,2017-12-09 14:57:31
etc_usd,0.05752828235965879,0.06148959708789836,0.08722029906141815,1.0688585607940453,1.4184561810795113,2017-12-09 14:57:31
ltc_usd,0.008380000805769505,0.023763479849052693,0.02300471375045343,2.83573717948713,0.96807007629274,2017-12-09 14:57:31
btc_usd,0.029803200599512802,0.031203446679796132,0.03716680950041029,1.0469830773915678,1.1911123114638285,2017-12-09 14:56:31
bch_usd,0.046030268580360856,0.06631448060252931,0.10163564018757998,1.4406711637312248,1.5326311729221849,2017-12-09 14:56:31
eth_usd,0.04294137255718988,0.04309137880745029,0.06003583482645114,1.0034932802872247,1.3932214862447436,2017-12-09 14:56:31
etc_usd,0.05493058027767894,0.0588821644713422,0.08447846208615162,1.0719377835385617,1.43470374848851,2017-12-09 14:56:31
